lemma,reading,first_char,last_char
五経,ゴキョウ,コ,ウ
五月,ゴガツ,コ,ツ
五月闇,サツキヤミ,サ,ミ
五月晴,サツキバレ,サ,レ
五月晴れ,サツキバレ,サ,レ
五月躑躅,サツキツツジ,サ,シ
五弦,ゴゲン,コ,ン
五絃,ゴゲン,コ,ン
五言,ゴゴン,コ,ン
五公五民,ゴコウゴミン,コ,ン
五更,ゴコウ,コ,ウ
五行,ゴギョウ,コ,ウ
五穀,ゴコク,コ,ク
五穀豊じょう,ゴコクホウジョウ,コ,ウ
五穀豊穣,ゴコクホウジョウ,コ,ウ
五根,ゴコン,コ,ン
五彩,ゴサイ,コ,イ
五菜,ゴサイ,コ,イ
五山,ゴサン,コ,ン
五指,ゴシ,コ,シ
五時,ゴジ,コ,シ
五識,ゴシキ,コ,キ
五七調,ゴシチチョウ,コ,ウ
五七日,ゴシチニチ,コ,チ
五十音,ゴジュウオン,コ,ン
五十肩,ゴジュウカタ,コ,タ
五十三次,ゴジュウサンツギ,コ,キ
五十歩百歩,ゴジュッポヒャッポ,コ,ホ
五十路,イソジ,イ,シ
五重の塔,ゴジュウノトウ,コ,ウ
五重塔,ゴジュウノトウ,コ,ウ
五障,ゴショウ,コ,ウ
五常,ゴジョウ,コ,ウ
五色,ゴシキ,コ,キ
五人囃子,ゴニンバヤシ,コ,シ
五衰,ゴスイ,コ,イ
五寸くぎ,ゴスンクギ,コ,キ
五寸釘,ゴスンクギ,コ,キ
五摂家,ゴセッケ,コ,ケ
五節,ゴセチ,コ,チ
五節供,ゴセック,コ,ク
五節句,ゴセック,コ,ク
五線,ゴセン,コ,ン
五線譜,ゴセンフ,コ,フ
五臓,ゴゾウ,コ,ウ
五臓六腑,ゴゾウロップ,コ,フ
五体,ゴタイ,コ,イ
五斗米,ゴトベイ,コ,イ
五等爵,ゴトウシャク,コ,ク
五徳,ゴトク,コ,ク
五倍子の木,フシノキ,フ,キ
五百羅漢,ゴヒャクラカン,コ,ン
五風十雨,ゴフウジュウウ,コ,ウ
五分,ゴブ,コ,フ
五分,ゴブ,コ,フ
五分五分,ゴブゴブ,コ,フ
五味,ゴミ,コ,ミ
五目,ゴモク,コ,ク
五目飯,ゴモクメシ,コ,シ
五目並べ,ゴモクナラベ,コ,ヘ
五目鮨,ゴモクズシ,コ,シ
五夜,ゴヤ,コ,ヤ
五葉松,ゴヨウマツ,コ,ツ
五里霧中,ゴリムチュウ,コ,ウ
五倫,ゴリン,コ,ン
五輪,ゴリン,コ,ン
五輪塔,ゴリントウ,コ,ウ
五郎八茶碗,ゴロハチヂャワン,コ,ン
五蘊,ゴウン,コ,ン
互い,タガイ,タ,イ
互いちがい,タガイチガイ,タ,イ
互い違い,タガイチガイ,タ,イ
互い違い,タガイチガイ,タ,イ
互違い,タガイチガイ,タ,イ
互角,ゴカク,コ,ク
互換,ゴカン,コ,ン
互恵,ゴケイ,コ,イ
互市,ゴシ,コ,シ
互助,ゴジョ,コ,ヨ
互譲,ゴジョウ,コ,ウ
互生,ゴセイ,コ,イ
互先,タガイセン,タ,ン
互選,ゴセン,コ,ン
互替り,カタミガワリ,カ,リ
伍,ゴ,コ,コ
伍長,ゴチョウ,コ,ウ
午,ウマ,ウ,マ
午さん,ゴサン,コ,ン
午後,ゴゴ,コ,コ
午后,ゴゴ,コ,コ
午餐,ゴサン,コ,ン
午睡,ゴスイ,コ,イ
午前,ゴゼン,コ,ン
午前さま,ゴゼンサマ,コ,マ
午前様,ゴゼンサマ,コ,マ
午砲,ゴホウ,コ,ウ
呉越同舟,ゴエツドウシュウ,コ,ウ
呉音,ゴオン,コ,ン
呉下,ゴカ,コ,カ
呉汁,ゴジル,コ,ル
呉須,ゴス,コ,ス
呉竹,クレタケ,ク,ケ
呉服,ゴフク,コ,ク
呉絽,ゴロ,コ,ロ
呉絽服連,ゴロフクレン,コ,ン
吾,ワレ,ワ,レ
吾妻,アヅマ,ア,マ
吾妻下駄,アヅマゲタ,ア,タ
吾子,アゴ,ア,コ
吾輩,ワガハイ,ワ,イ
吾妹,ワギモ,ワ,モ
吾妹子,ワギモコ,ワ,コ
吾亦紅,ワレモコウ,ワ,ウ
吾木香,ワレモコウ,ワ,ウ
娯楽,ゴラク,コ,ク
後,アト,ア,ト
後,アト,ア,ト
後,コウ,コ,ウ
後々,アトアト,ア,ト
後かたづけ,アトカタヅケ,ア,ケ
後がま,アトガマ,ア,マ
後じん,コウジン,コ,ン
後の祭り,アトノマツリ,ア,リ
後まわし,アトマワシ,ア,シ
後れ,オクレ,オ,レ
後れ毛,オクレゲ,オ,ケ
後ろ,ウシロ,ウ,ロ
後ろだて,ウシロダテ,ウ,テ
後ろ向き,ウシロムキ,ウ,キ
後ろ姿,ウシロスガタ,ウ,タ
後ろ指,ウシロユビ,ウ,ヒ
後ろ手,ウシロデ,ウ,テ
後ろ楯,ウシロダテ,ウ,テ
後ろ前,ウシロマエ,ウ,エ
後ろ足,ウシロアシ,ウ,シ
後ろ髪,ウシロガミ,ウ,ミ
後遺,コウイ,コ,イ
後遺症,コウイショウ,コ,ウ
後逸,コウイツ,コ,ツ
後引き,アトヒキ,ア,キ
後胤,コウイン,コ,ン
後影,ウシロカゲ,ウ,ケ
後衛,コウエイ,コ,イ
後援,コウエン,コ,ン
後押え,アトオサエ,ア,エ
後押し,アトオシ,ア,シ
後家,ゴケ,コ,ケ
後架,コウカ,コ,カ
後会,コウカイ,コ,イ
後回し,アトマワシ,ア,シ
後回り,アトマワリ,ア,リ
後廻し,アトマワシ,ア,シ
後悔,コウカイ,コ,イ
後学,コウガク,コ,ク
後釜,アトガマ,ア,マ
後患,コウカン,コ,ン
後期,コウキ,コ,キ
後記,コウキ,コ,キ
後詰,ゴヅメ,コ,メ
後宮,コウキュウ,コ,ウ
後金,アトキン,ア,ン
後景,コウケイ,コ,イ
後継,コウケイ,コ,イ
後継ぎ,アトツギ,ア,キ
後月,アトゲツ,ア,ツ
後件,コウケン,コ,ン
後見,コウケン,コ,ン
後見人,コウケンニン,コ,ン
後顧,コウコ,コ,コ
後後,アトアト,ア,ト
後光,ゴコウ,コ,ウ
後口,アトクチ,ア,チ
後向き,ウシロムキ,ウ,キ
後刻,ゴコク,コ,ク
後込み,シリゴミ,シ,ミ
後妻,ゴサイ,コ,イ
後作,アトサク,ア,ク
後山,アトヤマ,ア,マ
後産,アトザン,ア,ン
後嗣,コウシ,コ,シ
後始末,アトシマツ,ア,ツ
後姿,ウシロスガタ,ウ,タ
後指,ウシロユビ,ウ,ヒ
後肢,アトアシ,ア,シ
後事,コウジ,コ,シ
後室,コウシツ,コ,ツ
後者,コウシャ,コ,ヤ
後手,ゴテ,コ,テ
後住,ゴジュウ,コ,ウ
後述,コウジュツ,コ,ツ
後楯,ウシロダテ,ウ,テ
後処理,アトショリ,ア,リ
後書,アトガキ,ア,キ
後書き,アトガキ,ア,キ
後傷,ウシロキズ,ウ,ス
後場,ゴバ,コ,ハ
後身,コウシン,コ,ン
後進,コウシン,コ,ン
後人,コウジン,コ,ン
後塵,コウジン,コ,ン
後陣,ゴジン,コ,ン
後図,コウト,コ,ト
後世,コウセイ,コ,イ
後生,コウセイ,コ,イ
後生楽,ゴショウラク,コ,ク
後生気,ゴショウギ,コ,キ
後生大事,ゴショウダイジ,コ,シ
後先,アトサキ,ア,キ
後前,ウシロマエ,ウ,エ
後送,コウソウ,コ,ウ
後足,アトアシ,ア,シ
後続,コウゾク,コ,ク
後退,コウタイ,コ,イ
後退り,アトズサリ,ア,リ
後代,コウダイ,コ,イ
後端,コウタン,コ,ン
後段,コウダン,コ,ン
後朝,キヌギヌ,キ,ヌ
後天,コウテン,コ,ン
後天的,コウテンテキ,コ,キ
後添い,ノチゾイ,ノ,イ
後頭部,コウトウブ,コ,フ
後内,コウナイ,コ,イ
後難,コウナン,コ,ン
後日,ゴジツ,コ,ツ
後入れ,アトイレ,ア,レ
後入れ先出し,アトイレサキダシ,ア,シ
後任,コウニン,コ,ン
後年,コウネン,コ,ン
後納,コウノウ,コ,ウ
後背,コウハイ,コ,イ
後輩,コウハイ,コ,イ
後鉢巻,ウシロハチマキ,ウ,キ
後発,コウハツ,コ,ツ
後髪,ウシロガミ,ウ,ミ
後半,コウハン,コ,ン
後半,コウハン,コ,ン
後備,コウビ,コ,ヒ
後尾,コウビ,コ,ヒ
後腐れ,アトクサレ,ア,レ
後部,コウブ,コ,フ
後腹,アトバラ,ア,ラ
後払い,アトバライ,ア,イ
後払い,ゴバライ,コ,イ
後片付け,アトカタヅケ,ア,ケ
後編,コウヘン,コ,ン
後便,コウビン,コ,ン
後方,コウホウ,コ,ウ
後棒,アトボウ,ア,ウ
後味,アトアジ,ア,シ
後目,シリメ,シ,メ
後戻り,アトモドリ,ア,リ
後夜,ゴヤ,コ,ヤ
後厄,アトヤク,ア,ク
後葉,コウヨウ,コ,ウ
後来,コウライ,コ,イ
後略,コウリャク,コ,ク
後列,コウレツ,コ,ツ
後疵,ウシロキズ,ウ,ス
後翅,コウシ,コ,シ
後裔,コウエイ,コ,イ
御の字,オンノジ,オ,シ
御意,ギョイ,キ,イ
御一新,ゴイッシン,コ,ン
御一統様,ゴイットウサマ,コ,マ
御一同様,ゴイチドウサマ,コ,マ
御蔭,オカゲ,オ,ケ
御蔭様,オカゲサマ,オ,マ
御陰,オカゲ,オ,ケ
御宇,ギョウ,キ,ウ
御羽車,オハグルマ,オ,マ
御影石,ミカゲイシ,ミ,シ
御詠,ギョエイ,キ,イ
御詠歌,ゴエイカ,コ,カ
御苑,ギョエン,キ,ン
御恩顧,ゴオンコ,コ,コ
御伽,オトギ,オ,キ
御伽草子,オトギゾウシ,オ,シ
御家,オイエ,オ,エ
御家芸,オイエゲイ,オ,イ
御家人,ゴケニン,コ,ン
御家流,オイエリュウ,オ,ウ
御歌,オウタ,オ,タ
御歌会,オウタカイ,オ,イ
御歌所,オウタドコロ,オ,ロ
御会式,オエシキ,オ,キ
御会葬,ゴカイソウ,コ,ウ
御岳,オンタケ,オ,ケ
御感,ギョカン,キ,ン
御願,ゴガン,コ,ン
御忌,ゴキ,コ,キ
御機嫌,ゴキゲン,コ,ン
御許,オモト,オ,ト
御供,ゴクウ,コ,ウ
御教書,ミギョウショ,ミ,ヨ
御苦労,ゴクロウ,コ,ウ
御苦労,ゴクロウ,コ,ウ
御形,ゴギョウ,コ,ウ
御慶,ギョケイ,キ,イ
御迎え,オムカエ,オ,エ
御健勝,ゴケンショウ,コ,ウ
御見舞,オミマイ,オ,イ
御見舞い,オミマイ,オ,イ
御言,ミコト,ミ,ト
御幸,ゴコウ,コ,ウ
御構,オカマイ,オ,イ
御行,オンコウ,オ,ウ
御高誼,ゴコウギ,コ,キ
御高祖頭巾,オコソズキン,オ,ン
御告,オツゲ,オ,ケ
御懇切,ゴコンセツ,コ,ツ
御沙汰,ゴサタ,コ,タ
御座所,ゴザショ,コ,ヨ
御座船,ゴザブネ,コ,ネ
御歳暮,オセイボ,オ,ホ
御札,オフダ,オ,タ
御三家,ゴサンケ,コ,ケ
御参り,オマイリ,オ,リ
御子,ミコ,ミ,コ
御事,オンコト,オ,ト
御璽,ギョジ,キ,シ
御社,オンシャ,オ,ヤ
御者,ギョシャ,キ,ヤ
御手許,オテモト,オ,ト
御手許金,オテモトキン,オ,ン
御手元,オテモト,オ,ト
御手元金,オテモトキン,オ,ン
御手洗,ミタラシ,ミ,シ
御朱印,ゴシュイン,コ,ン
御朱印船,ゴシュインセン,コ,ン
御愁傷様,ゴシュウショウサマ,コ,マ
御汁,オツユ,オ,ユ
御祝い,オイワイ,オ,イ
御所,ゴショ,コ,ヨ
御所車,ゴショグルマ,コ,マ
御召,オメシ,オ,シ
御召物,オメシモノ,オ,ノ
御上,オカミ,オ,ミ
御状,オンジョウ,オ,ウ
御飾り,オカザリ,オ,リ
御職,オショク,オ,ク
御触れ,オフレ,オ,レ
御寝,ギョシン,キ,ン
御新さん,ゴシンサン,コ,ン
御新造,ゴシンゾウ,コ,ウ
御真影,ゴシンエイ,コ,イ
御神酒,オミキ,オ,キ
御神灯,ゴシントウ,コ,ウ
御神輿,オミコシ,オ,シ
御親父,ゴシンプ,コ,フ
御人好し,オヒトヨシ,オ,シ
御仁,ゴジン,コ,ン
御尋ねもの,オタズネモノ,オ,ノ
御尋ね者,オタズネモノ,オ,ノ
御数寄屋坊主,オスキヤボウズ,オ,ス
御世,ミヨ,ミ,ヨ
御成り,オナリ,オ,リ
御盛大,ゴセイダイ,コ,イ
御製,ギョセイ,キ,イ
御撰,ギョセン,キ,ン
御膳,ゴゼン,コ,ン
御膳汁粉,ゴゼンジルコ,コ,コ
御膳立,オゼンダテ,オ,テ
御膳立て,オゼンダテ,オ,テ
御祖師様,オソシサマ,オ,マ
御曹司,オンゾウシ,オ,シ
御曹子,オンゾウシ,オ,シ
御相手,オアイテ,オ,テ
御息所,ミヤスンドコロ,ミ,ロ
御足労,ゴソクロウ,コ,ウ
御存じ,ゴゾンジ,コ,シ
御存知,ゴゾンジ,コ,シ
御多分,ゴタブン,コ,ン
御多忙,ゴタボウ,コ,ウ
御代,ミヨ,ミ,ヨ
御台,ミダイ,ミ,イ
御大,オンタイ,オ,イ
御大層,ゴタイソウ,コ,ウ
御題,ギョダイ,キ,イ
御題目,オダイモク,オ,ク
御託,ゴタク,コ,ク
御託宣,ゴタクセン,コ,ン
御地,オンチ,オ,チ
御稚児,オチゴ,オ,コ
御馳走,ゴチソウ,コ,ウ
御中,オンチュウ,オ,ウ
御中元,オチュウゲン,オ,ン
御天道様,オテントサマ,オ,マ
御店,オンテン,オ,ン
御殿,ゴテン,コ,ン
御都合主義,ゴツゴウシュギ,コ,キ
御灯,ミアカシ,ミ,シ
御堂,ミドウ,ミ,ウ
御酉様,オトリサマ,オ,マ
御内,オンウチ,オ,チ
御内方,ゴナイホウ,コ,ウ
御難,ゴナン,コ,ン
御難続き,ゴナンツヅキ,コ,キ
御日待,オヒマチ,オ,チ
御乳の人,オチノヒト,オ,ト
御念,ゴネン,コ,ン
御悩,ゴノウ,コ,ウ
御納戸役,オナンドヤク,オ,ク
御破算,ゴハサン,コ,ン
御鉢巡り,オハチメグリ,オ,リ
御髪上げ,オグシアゲ,オ,ケ
御飯,ゴハン,コ,ン
御飯蒸し,ゴハンムシ,コ,シ
御筆先,オフデサキ,オ,キ
御百度,オヒャクド,オ,ト
御不承,ゴフショウ,コ,ウ
御不浄,ゴフジョウ,コ,ウ
御布施,オフセ,オ,セ
御府内,ゴフナイ,コ,イ
御部屋様,オヘヤサマ,オ,マ
御物,ギョモツ,キ,ツ
御幣,ゴヘイ,コ,イ
御幣担ぎ,ゴヘイカツギ,コ,キ
御返事,オヘンジ,オ,シ
御宝前,ゴホウゼン,コ,ン
御方,オカタ,オ,タ
御法,ミノリ,ミ,リ
御法度,ゴハット,コ,ト
御坊,ゴボウ,コ,ウ
御墨付,オスミツキ,オ,キ
御墨付き,オスミツキ,オ,キ
御末,オスエ,オ,エ
御無音,ゴブイン,コ,ン
御無沙汰,ゴブサタ,コ,タ
御名,ギョメイ,キ,イ
御命講,オメイコウ,オ,ウ
御免,ゴメン,コ,ン
御面相,ゴメンソウ,コ,ウ
御目見得,オメミエ,オ,エ
御門,ミカド,ミ,ト
御柳,ギョリュウ,キ,ウ
御遊,ギョユウ,キ,ウ
御輿,ミコシ,ミ,シ
御用,ゴヨウ,コ,ウ
御用始め,ゴヨウハジメ,コ,メ
御用達,ゴヨウタシ,コ,シ
御用邸,ゴヨウテイ,コ,イ
御用納め,ゴヨウオサメ,コ,メ
御用聞,ゴヨウキキ,コ,キ
御来迎,ゴライゴウ,コ,ウ
御来光,ゴライコウ,コ,ウ
御覧,ゴラン,コ,ン
御覧,ゴラン,コ,ン
御覧じろ,ゴロウジロ,コ,ロ
御利益,ゴリヤク,コ,ク
御利生,ゴリショウ,コ,ウ
御旅所,オタビショ,オ,ヨ
御両人,ゴリョウニン,コ,ン
御寮,ゴリョウ,コ,ウ
御寮人,ゴリョウニン,コ,ン
御料,ゴリョウ,コ,ウ
御料地,ゴリョウチ,コ,チ
御料林,ゴリョウリン,コ,ン
御稜威,ミイツ,ミ,ツ
御陵,ゴリョウ,コ,ウ
御礼,オレイ,オ,イ
御礼,オンレイ,オ,イ
御礼参り,オレイマイリ,オ,リ
御礼返し,オレイガエシ,オ,シ
御霊,ミタマ,ミ,マ
御霊代,ミタマシロ,ミ,ロ
御簾,ミス,ミ,ス
御篭り,オコモリ,オ,リ
御佩刀,ミハカシ,ミ,シ
御祓,オハライ,オ,イ
御諚,ゴジョウ,コ,ウ
悟り,サトリ,サ,リ
悟性,ゴセイ,コ,イ
悟道,ゴドウ,コ,ウ
悟得,ゴトク,コ,ク
悟入,ゴニュウ,コ,ウ
梧桐,アオギリ,ア,リ
碁,ゴ,コ,コ
碁客,ゴカク,コ,ク
碁笥,ゴケ,コ,ケ
碁聖,ゴセイ,コ,イ
碁石,ゴイシ,コ,シ
碁打ち,ゴウチ,コ,チ
碁敵,ゴガタキ,コ,キ
碁盤,ゴバン,コ,ン
碁盤割,ゴバンワリ,コ,リ
語,ゴ,コ,コ
語,ゴ,コ,コ
語い,ゴイ,コ,イ
語り,カタリ,カ,リ
語りぐさ,カタリグサ,カ,サ
語りべ,カタリベ,カ,ヘ
語り口,カタリクチ,カ,チ
語り手,カタリテ,カ,テ
語り物,カタリモノ,カ,ノ
語意,ゴイ,コ,イ
語格,ゴカク,コ,ク
語学,ゴガク,コ,ク
語幹,ゴカン,コ,ン
語感,ゴカン,コ,ン
語気,ゴキ,コ,キ
語義,ゴギ,コ,キ
語句,ゴク,コ,ク
語形,ゴケイ,コ,イ
語原,ゴゲン,コ,ン
語源,ゴゲン,コ,ン
語口,カタリクチ,カ,チ
語根,ゴコン,コ,ン
語釈,ゴシャク,コ,ク
語手,カタリテ,カ,テ
語種,カタリグサ,カ,サ
語順,ゴジュン,コ,ン
語序,ゴジョ,コ,ヨ
語数,ゴスウ,コ,ウ
語勢,ゴセイ,コ,イ
語草,カタリグサ,カ,サ
語族,ゴゾク,コ,ク
語調,ゴチョウ,コ,ウ
語頭,ゴトウ,コ,ウ
語尾,ゴビ,コ,ヒ
語部,カタリベ,カ,ヘ
語物,カタリモノ,カ,ノ
語弊,ゴヘイ,コ,イ
語法,ゴホウ,コ,ウ
語末,ゴマツ,コ,ツ
語脈,ゴミャク,コ,ク
語呂,ゴロ,コ,ロ
語呂合せ,ゴロアワセ,コ,セ
語呂合わせ,ゴロアワセ,コ,セ
語路,ゴロ,コ,ロ
語路合せ,ゴロアワセ,コ,セ
語録,ゴロク,コ,ク
語彙,ゴイ,コ,イ
誤びゅう,ゴビュウ,コ,ウ
誤り,アヤマリ,ア,リ
誤解,ゴカイ,コ,イ
誤記,ゴキ,コ,キ
誤差,ゴサ,コ,サ
誤殺,ゴサツ,コ,ツ
誤算,ゴサン,コ,ン
誤字,ゴジ,コ,シ
誤写,ゴシャ,コ,ヤ
誤植,ゴショク,コ,ク
誤信,ゴシン,コ,ン
誤審,ゴシン,コ,ン
誤診,ゴシン,コ,ン
誤操作,ゴソウサ,コ,サ
誤脱,ゴダツ,コ,ツ
誤断,ゴダン,コ,ン
誤聴,ゴチョウ,コ,ウ
誤伝,ゴデン,コ,ン
誤動作,ゴドウサ,コ,サ
誤読,ゴドク,コ,ク
誤認,ゴニン,コ,ン
誤爆,ゴバク,コ,ク
誤判,ゴハン,コ,ン
誤謬,ゴビュウ,コ,ウ
誤聞,ゴブン,コ,ン
誤報,ゴホウ,コ,ウ
誤訳,ゴヤク,コ,ク
誤用,ゴヨウ,コ,ウ
護衛,ゴエイ,コ,イ
護岸,ゴガン,コ,ン
護憲,ゴケン,コ,ン
護国,ゴコク,コ,ク
護持,ゴジ,コ,シ
護身,ゴシン,コ,ン
護送,ゴソウ,コ,ウ
護符,ゴフ,コ,フ
護法,ゴホウ,コ,ウ
護摩,ゴマ,コ,マ
護摩壇,ゴマダン,コ,ン
護謨,ゴム,コ,ム
護謨の木,ゴムノキ,コ,キ
護謨消し,ゴムケシ,コ,シ
護謨長,ゴムナガ,コ,カ
乞い,コイ,コ,イ
乞い,ゴイ,コ,イ
乞巧奠,キコウデン,キ,ン
乞食,コジキ,コ,キ
乞丐,コツガイ,コ,イ
鯉,コイ,コ,イ
鯉こく,コイコク,コ,ク
鯉のぼり,コイノボリ,コ,リ
鯉口,コイグチ,コ,チ
鯉幟,コイノボリ,コ,リ
交じらい,マジライ,マ,イ
交じり,マジリ,マ,リ
交じりもの,マジリモノ,マ,ノ
交じり気,マジリケ,マ,ケ
交じり物,マジリモノ,マ,ノ
交わり,マジワリ,マ,リ
交易,コウエキ,コ,キ
交易会,コウエキカイ,コ,イ
交感,コウカン,コ,ン
交感神経,コウカンシンケイ,コ,イ
交換,コウカン,コ,ン
交歓,コウカン,コ,ン
交誼,コウギ,コ,キ
交響,コウキョウ,コ,ウ
交響楽,コウキョウガク,コ,ク
交響曲,コウキョウキョク,コ,ク
交互,コウゴ,コ,コ
交合,コウゴウ,コ,ウ
交叉,コウサ,コ,サ
交差,コウサ,コ,サ
交差点,コウサテン,コ,ン
交際,コウサイ,コ,イ
交錯,コウサク,コ,ク
交雑,コウザツ,コ,ツ
交渉,コウショウ,コ,ウ
交情,コウジョウ,コ,ウ
交織,コウショク,コ,ク
交織,マゼオリ,マ,リ
交信,コウシン,コ,ン
交声,コウセイ,コ,イ
交接,コウセツ,コ,ツ
交戦,コウセン,コ,ン
交替,コウタイ,コ,イ
交代,コウタイ,コ,イ
交通,コウツウ,コ,ウ
交通まひ,コウツウマヒ,コ,ヒ
交通マヒ,コウツウマヒ,コ,ヒ
交通死,コウツウシ,コ,シ
交通網,コウツウモウ,コ,ウ
交点,コウテン,コ,ン
交配,コウハイ,コ,イ
交番,コウバン,コ,ン
交尾,コウビ,コ,ヒ
交付,コウフ,コ,フ
交友,コウユウ,コ,ウ
交遊,コウユウ,コ,ウ
交流,コウリュウ,コ,ウ
交霊,コウレイ,コ,イ
交喙,イスカ,イ,カ
交趾,コウチン,コ,ン
交驩,コウカン,コ,ン
侯,コウ,コ,ウ
侯爵,コウシャク,コ,ク
候,コウ,コ,ウ
候爵,コウシャク,コ,ク
候鳥,コウチョウ,コ,ウ
候文,ソウロウブン,ソ,ン
候補,コウホ,コ,ホ
光,コウ,コ,ウ
光,ヒカリ,ヒ,リ
光りもの,ヒカリモノ,ヒ,ノ
光り物,ヒカリモノ,ヒ,ノ
光ケーブル,ヒカリケーブル,ヒ,ル
光ディスク,ヒカリディスク,ヒ,ク
光ファイバー,ヒカリファイバー,ヒ,ハ
光メモリ,ヒカリメモリ,ヒ,リ
光圧,コウアツ,コ,ツ
光陰,コウイン,コ,ン
光栄,コウエイ,コ,イ
光栄,コウエイ,コ,イ
光応答,ヒカリオウトウ,ヒ,ウ
光化学,コウカガク,コ,ク
光画,コウガ,コ,カ
光学,コウガク,コ,ク
光輝,コウキ,コ,キ
光景,コウケイ,コ,イ
光源,コウゲン,コ,ン
光合成,コウゴウセイ,コ,イ
光彩,コウサイ,コ,イ
光参,キンコ,キ,コ
光子,コウシ,コ,シ
光静電,ヒカリセイデン,ヒ,ン
光静電形プリンタ,ヒカリセイデンガタプリンタ,ヒ,タ
光線,コウセン,コ,ン
光速,コウソク,コ,ク
光沢,コウタク,コ,ク
光点,コウテン,コ,ン
光電管,コウデンカン,コ,ン
光電池,コウデンチ,コ,チ
光度,コウド,コ,ト
光頭,コウトウ,コ,ウ
光熱,コウネツ,コ,ツ
光年,コウネン,コ,ン
光年,コウネン,コ,ン
光波,コウハ,コ,ハ
光背,コウハイ,コ,イ
光被,コウヒ,コ,ヒ
光風,コウフウ,コ,ウ
光明,コウミョウ,コ,ウ
光耀,コウヨウ,コ,ウ
光陽,コウヨウ,コ,ウ
光来,コウライ,コ,イ
光量,ヒカリリョウ,ヒ,ウ
光量子,コウリョウシ,コ,シ
光琳蒔絵,コウリンマキエ,コ,エ
光臨,コウリン,コ,ン
光輪,コウリン,コ,ン
光励起,ヒカリレイキ,ヒ,キ
光芒,コウボウ,コ,ウ
光蘚,ヒカリゴケ,ヒ,ケ
公,オオヤケ,オ,ケ
公安,コウアン,コ,ン
公案,コウアン,コ,ン
公印,コウイン,コ,ン
公営,コウエイ,コ,イ
公益,コウエキ,コ,キ
公園,コウエン,コ,ン
公演,コウエン,コ,ン
公家,クゲ,ク,ケ
公課,コウカ,コ,カ
公会,コウカイ,コ,イ
公会堂,コウカイドウ,コ,ウ
公海,コウカイ,コ,イ
公開,コウカイ,コ,イ
公害,コウガイ,コ,イ
公刊,コウカン,コ,ン
公館,コウカン,コ,ン
公器,コウキ,コ,キ
公儀,コウギ,コ,キ
公休,コウキュウ,コ,ウ
公許,コウキョ,コ,ヨ
公魚,ワカサギ,ワ,キ
公共,コウキョウ,コ,ウ
公卿,クギョウ,ク,ウ
公金,コウキン,コ,ン
公権,コウケン,コ,ン
公権力,コウケンリョク,コ,ク
公言,コウゲン,コ,ン
公庫,コウコ,コ,コ
公告,コウコク,コ,ク
公国,コウコク,コ,ク
公差,コウサ,コ,サ
公債,コウサイ,コ,イ
公算,コウサン,コ,ン
公使,コウシ,コ,シ
公使館,コウシカン,コ,ン
公司,コウシ,コ,シ
公子,コウシ,コ,シ
公私,コウシ,コ,シ
公事,コウジ,コ,シ
公示,コウジ,コ,シ
公式,コウシキ,コ,キ
公式,コウシキ,コ,キ
公舎,コウシャ,コ,ヤ
公社,コウシャ,コ,ヤ
公社債,コウシャサイ,コ,イ
公爵,コウシャク,コ,ク
公主,コウシュ,コ,ユ
公取,コウトリ,コ,リ
公衆,コウシュウ,コ,ウ
公述,コウジュツ,コ,ツ
公準,コウジュン,コ,ン
公序,コウジョ,コ,ヨ
